DWZZJGDM,SJDWMC,DWXZMC,DWHYMC,GZZWLBMC,DWSZDDM
911300003083112867,中国铁塔股份有限公司河北省分公司,国有企业,信息传输、软件和信息技术服务业,其他专业技术人员,河北省石家庄市长安区
91370214MA3QY67888,青岛帮帮菜供应链科技有限公司,其他（含社会组织、国际组织等）,信息传输、软件和信息技术服务业,其他人员,山东省青岛市城阳区
12100000429204110H,中国航天科工集团第十研究院,国有企业,制造业,工程技术人员,贵州省贵阳市花溪区
91370214MA3F9H6BXC,青岛坎贝尔智能科技有限公司,其他企业（含民营企业等）,信息传输、软件和信息技术服务业,其他专业技术人员,山东省青岛市
91440300279422189D,海能达通信股份有限公司,其他企业（含民营企业等）,信息传输、软件和信息技术服务业,其他人员,广东省深圳市南山区
91440300715212285D,深圳市赛格导航科技股份有限公司,其他（含社会组织、国际组织等）,信息传输、软件和信息技术服务业,其他专业技术人员,广东省深圳市龙岗区
91310112051297713D,上海利正卫星应用技术有限公司,国有企业,科学研究和技术服务业,科学研究人员,上海市闵行区
91440300674808268J,穆迪信息咨询（深圳）有限公司,其他企业（含民营企业等）,金融业,工程技术人员,广东省深圳市福田区
91340111MA2TK6J62Y,新东方合肥学校,其他（含社会组织、国际组织等）,教育,教学人员,安徽省合肥市包河区
610400100030356,陕西延长石油集团,其他企业（含民营企业等）,制造业,工程技术人员,陕西省咸阳市
915400006868196429,腾冲市审计局,其他企业（含民营企业等）,公共管理、社会保障和社会组织,其他专业技术人员,云南省腾冲市
510109000573877,四川携创信息技术服务有限公司,其他企业（含民营企业等）,信息传输、软件和信息技术服务业,工程技术人员,四川省成都市
91331081081653715M,温岭点学文化教育培训学校有限公司,其他企业（含民营企业等）,教育,其他人员,浙江省温岭市
12330108596609510G,浙江省杭州高新实验学校,中初教育单位,教育,教学人员,浙江省杭州市滨江区
91110000725010871G,中信保诚人寿保险有限公司,外商投资企业,金融业,办事人员和有关人员,北京市朝阳区
12610116437561812N,西安市长安区第九中学,中初教育单位,教育,教学人员,陕西省西安市长安区
1261011643756073XF,西安市长安区引镇街道初级中学,中初教育单位,教育,教学人员,陕西省西安市长安区
916100009206339437,中国移动通信集团陕西有限公司西安分公司,国有企业,信息传输、软件和信息技术服务业,其他专业技术人员,陕西省西安市莲湖区
916100002942015526,西安四方建设监理有限责任公司,国有企业,科学研究和技术服务业,工程技术人员,陕西省西安市未央区
12440000455858038U,中共广东省委党校（广东行政学院）,其他事业单位,教育,办事人员和有关人员,广东省广州市越秀区
91320000608950987L,苏宁易购集团股份有限公司,其他企业（含民营企业等）,批发和零售业,其他人员,江苏省南京市玄武区
91320191752024267Q,南京长峰航天电子科技有限公司,国有企业,科学研究和技术服务业,科学研究人员,江苏省南京市浦口区
52320602MJ69216358,南通市崇川区学而思培训中心,外商投资企业,教育,教学人员,320602
MA6WTNW52,西安威莱德电子科技有限公司,其他企业（含民营企业等）,制造业,工程技术人员,陕西省西安市
12610116766988876P,西安市长安区第五小学,中初教育单位,教育,教学人员,陕西省西安市长安区
12440000456488032C,肇庆学院,高等教育单位,教育,教学人员,441200
11410104005275185M,郑州市管城回族区人力资源和社会保障局,机关,公共管理、社会保障和社会组织,教学人员,河南省郑州市管城回族区
52610000MJY390935H,陕西恒睿文化发展有限,其他（含社会组织、国际组织等）,教育,教学人员,陕西省西安市市辖区
91310000132200223M,上海豫园旅游商城股份有限公司,其他企业（含民营企业等）,批发和零售业,其他人员,上海市黄浦区
12310230MB2F03452R,上海市崇明区平安幼儿园,其他事业单位,教育,教学人员,上海市崇明区
12330108MB1812561X,杭州市滨江实验小学,中初教育单位,教育,教学人员,浙江省杭州市滨江区
12140000405702254R,山西财贸职业技术学院,高等教育单位,教育,教学人员,140100
121423006764462215,山西省吕梁市人才市场,其他事业单位,公共管理、社会保障和社会组织,其他人员,141100
913205946082381568,伟创力电子技术（苏州）有限公司,其他（含社会组织、国际组织等）,信息传输、软件和信息技术服务业,其他专业技术人员,江苏省苏州市
91320585586670318W,中化蓝天霍尼韦尔新材料有限公司,其他（含社会组织、国际组织等）,信息传输、软件和信息技术服务业,其他专业技术人员,江苏省苏州市
913205947933406375,康代影像科技（苏州）有限公司,其他（含社会组织、国际组织等）,信息传输、软件和信息技术服务业,其他专业技术人员,江苏省苏州市
91320600087930162B,苏宁云商集团股份有限公司,其他企业（含民营企业等）,金融业,金融业务人员,320100
91320594776417508U,中国民生银行苏州分行,国有企业,金融业,金融业务人员,江苏省苏州市
9131000060727338XF,上海凯虹电子有限公司,其他企业（含民营企业等）,制造业,其他人员,310100
91610403MA6TJJD02Q,杨凌拓达臻优农业科技有限公司,其他企业（含民营企业等）,制造业,科学研究人员,610101
91610000710077088B,陕西省煤炭运销（集团）有限责任公司,国有企业,采矿业,其他专业技术人员,陕西省西安市碑林区
51610000520156439B,陕西省硬笔书法家协会,其他（含社会组织、国际组织等）,文化、体育和娱乐业,其他人员,陕西省西安市未央区
9133021257365524X8,宁波市鄞州威瑞仕电子工贸有限公司,其他企业（含民营企业等）,信息传输、软件和信息技术服务业,其他专业技术人员,浙江省宁波市
91440300671868185H,深圳冰川网络股份有限公司,其他企业（含民营企业等）,信息传输、软件和信息技术服务业,其他人员,440305
52140100068008607G,太原市小店区学而思培训学校,其他企业（含民营企业等）,教育,教学人员,山西省太原市小店区
110105008883004,北京智邦智库信息技术有限限公司,其他企业（含民营企业等）,信息传输、软件和信息技术服务业,工程技术人员,北京市朝阳区
52130000748498953C,河北外国语学院,其他（含社会组织、国际组织等）,教育,其他人员,河北省石家庄市桥西区
9132109155380288XE,南京银行扬州分行,其他企业（含民营企业等）,公共管理、社会保障和社会组织,金融业务人员,321003
91330800MA29T2AQ99,财通证券衡州县西街49号,国有企业,金融业,金融业务人员,浙江省杭州市
91610000691139182U,中建三局集团有限公司西北分公司,国有企业,制造业,工程技术人员,陕西省西安市
913711020817649764,辉煌保温,其他（含社会组织、国际组织等）,公共管理、社会保障和社会组织,办事人员和有关人员,山东省日照市
91371300168435892C,山东省郯城农村商业银行股份有限公司,其他企业（含民营企业等）,金融业,金融业务人员,371322
12320581467140701T,常熟市任阳卫生院,其他事业单位,卫生和社会工作,卫生专业技术人员,320500
91320116575949655F,南京卓环电子科技发展有限公司,其他企业（含民营企业等）,信息传输、软件和信息技术服务业,工程技术人员,320100
91511300671431880C,中国邮政储蓄银行股份有限公司南充市分行,国有企业,金融业,金融业务人员,四川省南充市
91110108101194908R,北京中软融鑫计算机系统工程有限公司,其他（含社会组织、国际组织等）,信息传输、软件和信息技术服务业,其他人员,北京市海淀区
91320404585510953W,江苏盛世康禾生物技术有限公司,其他企业（含民营企业等）,批发和零售业,其他人员,江苏省常州市新北区
91445321564571271P,广东温氏饲料有限公司,其他企业（含民营企业等）,批发和零售业,其他人员,广东省新兴县
91320000768299855B,苏州银行股份有限公司,国有企业,金融业,金融业务人员,江苏省苏州市市辖区
913301060743309183,杭州绝地科技股份有限公司,其他企业（含民营企业等）,信息传输、软件和信息技术服务业,其他专业技术人员,浙江省杭州市余杭区
12100000400014153M,北京京航计算通讯研究所,其他事业单位,信息传输、软件和信息技术服务业,工程技术人员,北京市丰台区
913209008401419653,中国建设银行股份有限公司盐城分行,国有企业,金融业,经济业务人员,江苏省盐城市市辖区
91610131757837697N,西安开源国际投资有限公司,国有企业,金融业,金融业务人员,陕西省西安市
11140400012340280G,长治市财政局,机关,公共管理、社会保障和社会组织,办事人员和有关人员,山西省长治市
91140100*********M,中国邮政储蓄银行太原市分行,其他企业（含民营企业等）,金融业,其他人员,山西省太原市
91140000670166480Q,中国邮政储蓄银行山西省分行,其他企业（含民营企业等）,金融业,其他人员,140100
12100000717826387T,中国科学院苏州纳米技术与纳米防水研究,其他企业（含民营企业等）,信息传输、软件和信息技术服务业,其他专业技术人员,江苏省苏州市
91320505137697646F,苏州长风航空电子有限公司,其他企业（含民营企业等）,信息传输、软件和信息技术服务业,工程技术人员,320505
91320594072749600X,世誉标签标识有限公司,其他（含社会组织、国际组织等）,公共管理、社会保障和社会组织,办事人员和有关人员,江苏省苏州市
913205006993368692,伟创力电脑（苏州）有限公司,其他（含社会组织、国际组织等）,信息传输、软件和信息技术服务业,其他专业技术人员,江苏省苏州市
114408005572910607,湛江市交通运输局,其他事业单位,公共管理、社会保障和社会组织,办事人员和有关人员,广东省湛江市
91411381733852227X,河南北方星光机电有限责任公司,国有企业,制造业,经济业务人员,411381
91320113MA21EHYR1G,南京墙头科技有限公司,其他企业（含民营企业等）,教育,商业和服务业人员,江苏省南京市栖霞区
91610131MA6TYTLW4C,西安科锐盛创新科技有限公司,其他企业（含民营企业等）,信息传输、软件和信息技术服务业,其他专业技术人员,610101
91330183MA27YNED06,杭州海康微影传感科技有限公司,其他（含社会组织、国际组织等）,信息传输、软件和信息技术服务业,其他人员,浙江省杭州市富阳区
916101393517131099,西安丝绸之路网络科技有限公司,其他（含社会组织、国际组织等）,信息传输、软件和信息技术服务业,其他专业技术人员,陕西省西安市
81610000305602205T,中国飞行试验研究院,科研设计单位,信息传输、软件和信息技术服务业,其他专业技术人员,陕西省西安市
91610000220594875E,陕西省天然气股份有限公司,其他企业（含民营企业等）,公共管理、社会保障和社会组织,办事人员和有关人员,610112
91310000757598390P,上海恩德斯豪斯自动化设备有限公司,其他企业（含民营企业等）,制造业,其他人员,310112
12610000054750122Y,陕西广播电视台,其他事业单位,公共管理、社会保障和社会组织,其他人员,610100
11100000013353171B,中华人民共和国西安海关,机关,公共管理、社会保障和社会组织,其他人员,610113
91610204677905434K,国网铜川市供电公司,国有企业,水利、环境和公共设施管理业,工程技术人员,610200
9144030055387412XD,深圳市有棵树科技有限公司,其他企业（含民营企业等）,批发和零售业,其他人员,广东省深圳市龙岗区
91610000735350298G,陕西绿欣科技开发有限公司,其他企业（含民营企业等）,制造业,科学研究人员,610112
913300005793421213,天健会计师事务所（特殊普通合伙）,其他企业（含民营企业等）,租赁和商务服务业,商业和服务业人员,浙江省杭州市江干区
91610000220521879Y,陕西建工集团股份有限公司,国有企业,建筑业,经济业务人员,陕西省西安市莲湖区
123300004700090698,中国计量大学,高等教育单位,教育,教学人员,330104
12410000415801694R,郑州航空工业管理学院,高等教育单位,教育,教学人员,河南省郑州市市辖区
12140000405700021K,太原理工大学,高等教育单位,教育,教学人员,140100
52610100775910341A,西安交通大学第二附属中学,中初教育单位,教育,教学人员,陕西省西安市雁塔区
91440300748868192R,深圳市光大激光科技股份有限公司,其他企业（含民营企业等）,制造业,工程技术人员,广东省深圳市宝安区
916100009205236641,西安应用光学研究所,科研设计单位,科学研究和技术服务业,科学研究人员,610113
11330700002592150Q,高速交警金华支队一大队,其他事业单位,公共管理、社会保障和社会组织,办事人员和有关人员,浙江省金华市
12140830776738790Y,山西省晋中市祁县西六支小学,其他事业单位,教育,其他人员,140700
123201004258019033,金陵中学仙林分校小学部,中初教育单位,,教学人员,320100
1132032301408863XK,徐州市铜山区发展改革与经济委员会,其他事业单位,公共管理、社会保障和社会组织,其他人员,320300
1232038276828950X5,江苏邳州经济开发区管委会,其他事业单位,公共管理、社会保障和社会组织,办事人员和有关人员,江苏省邳州市
1132083001434658XB,江苏省淮安市盱眙县穆店乡人民政府,机关,公共管理、社会保障和社会组织,公务员,320830
913307827324296707,义乌市城市投资建设集团有限公司,国有企业,,办事人员和有关人员,330782
91330000142916567N,杭州娃哈哈集团有限公司,其他（含社会组织、国际组织等）,制造业,其他人员,浙江省杭州市上城区
9133010406097099X3,杭州铭师堂教育科技发展有限公司,其他企业（含民营企业等）,教育,教学人员,浙江省杭州市拱墅区
91330106341780594J,浙江格家网络技术有限公司,其他企业（含民营企业等）,信息传输、软件和信息技术服务业,其他人员,浙江省杭州市西湖区
91120116328521213Y,天津中科智能识别产业技术研究院有限公司,国有企业,信息传输、软件和信息技术服务业,其他人员,天津市滨海新区
91110000752646912Q,易宝支付有限公司,其他企业（含民营企业等）,信息传输、软件和信息技术服务业,工程技术人员,北京市朝阳区
12511100452182108H,四川省南充龙门中学,中初教育单位,教育,教学人员,四川省南充市高坪区
91370102MA3NAA4M07,北京启达未来教育咨询有限公司山东分公司,其他企业（含民营企业等）,教育,教学人员,山东省济南市历下区
12610800MB2939070N,榆林市高新区教育局,中初教育单位,教育,教学人员,陕西省榆林市市辖区
91310104301716774K,上海驰游信息技术有限公司,其他企业（含民营企业等）,信息传输、软件和信息技术服务业,其他专业技术人员,上海市徐汇区
113307810026071139,兰溪市财政局,其他事业单位,公共管理、社会保障和社会组织,办事人员和有关人员,浙江省兰溪市
11330783002611059K,三单乡人民政府,机关,公共管理、社会保障和社会组织,办事人员和有关人员,浙江省东阳市
11330700MB10327095,金华经济技术开发区管理委员会,其他事业单位,公共管理、社会保障和社会组织,办事人员和有关人员,浙江省金华市
123307004715433002,金华人才市场管理办公室,其他事业单位,公共管理、社会保障和社会组织,办事人员和有关人员,浙江省金华市
12330784595795673U,永康市山下小学,其他事业单位,公共管理、社会保障和社会组织,办事人员和有关人员,浙江省永康市
1134030000303090XN,安徽省蚌埠市公安局,其他事业单位,公共管理、社会保障和社会组织,其他人员,340300
13371000MB279553XR,共青团威海市委,机关,公共管理、社会保障和社会组织,公务员,371002
123716005640743209,滨州经济技术开发区宣传工作办公室,其他事业单位,公共管理、社会保障和社会组织,公务员,371600
11371100004222487Y,日照市公安局车辆管理所,其他事业单位,公共管理、社会保障和社会组织,办事人员和有关人员,山东省日照市
12371311565248046C,临汐罗庄循环经济示范区管理办公室,其他事业单位,公共管理、社会保障和社会组织,办事人员和有关人员,山东省临沂市
11441300007187744R,惠州市仲恺高新区潼湖镇社保所,其他事业单位,公共管理、社会保障和社会组织,办事人员和有关人员,广东省惠州市
52370190MJD796099J,锦泽教育发展培训学校,其他事业单位,公共管理、社会保障和社会组织,办事人员和有关人员,山东省济南市
350298400003987,冠捷显示科技（厦门）有限公司,外商投资企业,制造业,工程技术人员,福建省厦门市
91110106685759254L,中国建筑第二工程局有限公司北京分公司,国有企业,建筑业,办事人员和有关人员,北京市丰台区
12610100MB29255682,西安市曲江第三小学,其他事业单位,教育,教学人员,陕西省西安市雁塔区
91610113MA6TX64X6E,陕西文都教育科技有限公司,其他企业（含民营企业等）,教育,教学人员,610113
9161013169862296XT,西安昂科光电有限公司,其他企业（含民营企业等）,制造业,工程技术人员,陕西省西安市雁塔区
91510100674300237M,成都新易盛通信技术股份有限公司,其他企业（含民营企业等）,信息传输、软件和信息技术服务业,工程技术人员,四川省成都市双流区
52370000MJD63775XR,英才学院,其他事业单位,教育,其他人员,610100
914302117744765984,湖南炎帝生物工程有限公司,其他企业（含民营企业等）,信息传输、软件和信息技术服务业,其他专业技术人员,湖南省株洲市
11520000K36346789N,金华监狱,其他（含社会组织、国际组织等）,公共管理、社会保障和社会组织,办事人员和有关人员,浙江省金华市婺城区
911400007435195673,中国移动通信集团山西有限公司太原分公司,国有企业,信息传输、软件和信息技术服务业,其他专业技术人员,山西省太原市
11140100012187124X,山西省太原市公安局,机关,公共管理、社会保障和社会组织,公务员,140106
11330782767954643T,浙江省义乌市综合行政执法局,其他事业单位,公共管理、社会保障和社会组织,公务员,330782
123307837772149990,东阳市农村养老保险管理处,其他事业单位,,办事人员和有关人员,330783
11330783002611091Y,浙江省东阳市地税局,其他事业单位,,办事人员和有关人员,330783
1133078200260908X8,义亭镇人民政府,机关,公共管理、社会保障和社会组织,办事人员和有关人员,浙江省义乌市
113701000041888645,济南市农业局,机关,公共管理、社会保障和社会组织,公务员,370103
11370000F51087184J,山东省公安厅高速交警总队,机关,公共管理、社会保障和社会组织,办事人员和有关人员,370105
91610103MA714CX729,陕西莱多福医疗科技有限公司,其他企业（含民营企业等）,卫生和社会工作,卫生专业技术人员,陕西省西安市
91610000435230411R,中联西北工程设计研究院有限公司,国有企业,建筑业,新闻出版和文化工作人员,陕西省西安市雁塔区
524117296846057718,河南省新蔡明英中学,中初教育单位,教育,教学人员,河南省新蔡县
553141022,畅捷通信息技术股份有限公司,其他企业（含民营企业等）,信息传输、软件和信息技术服务业,其他专业技术人员,北京市海淀区
91610131MA6TYX800L,西安慧脑智能科技有限公司,其他企业（含民营企业等）,科学研究和技术服务业,工程技术人员,陕西省西安市雁塔区
91440300754288784A,芯海科技（深圳）股份有限公司,其他企业（含民营企业等）,信息传输、软件和信息技术服务业,工程技术人员,广东省深圳市南山区
911101080602933005,北京中兴高达通信技术有限公司,其他企业（含民营企业等）,信息传输、软件和信息技术服务业,工程技术人员,广东省深圳市南山区
11610826016088879N,陕西省绥德县民政局,其他事业单位,公共管理、社会保障和社会组织,办事人员和有关人员,陕西省绥德县
12321000E89544451G,扬州市公路投资建设开发中心,其他事业单位,公共管理、社会保障和社会组织,办事人员和有关人员,江苏省扬州市
11321000MB150784XT,扬州市宝应县国税局,其他事业单位,公共管理、社会保障和社会组织,办事人员和有关人员,江苏省扬州市
12140000405700195W,运城学院,高等教育单位,,教学人员,140802
130500000015141,冀中能源集团,国有企业,金融业,工程技术人员,河北省邢台市
91610138MA6U0XFG1F,西安希德雷达科技有限公司,其他企业（含民营企业等）,科学研究和技术服务业,工程技术人员,陕西省西安市长安区
52440000MJK835134E,广东省新一代通信与网络创新研究院,其他（含社会组织、国际组织等）,科学研究和技术服务业,其他专业技术人员,广东省广州市黄埔区
12451200499578572D,广西现代职业技术学院,高等教育单位,教育,教学人员,广西河池市
91610131333674900J,陕西欧凡信息科技有限公司,其他（含社会组织、国际组织等）,信息传输、软件和信息技术服务业,其他人员,陕西省西安市
671615700,宁波银行股份有限公司杭州分行,其他企业（含民营企业等）,金融业,其他人员,浙江省杭州市西湖区
91520102766074871B,中国移动通信集团终端有限公司贵州分公司,国有企业,批发和零售业,其他人员,贵州省贵阳市观山湖区
91420100MA4KNCMR1X,三峡基地发展有限公司,其他（含社会组织、国际组织等）,建筑业,其他人员,湖北省宜昌市
52610000664105008R,西安建筑科技大学华清学院,高等教育单位,,教学人员,610400
126100004363165596,商洛学院,高等教育单位,教育,教学人员,611002
91110107666905121L,北京畅游天下网络技术有限公司,其他企业（含民营企业等）,信息传输、软件和信息技术服务业,其他人员,北京市石景山区
110108001171738,四达时代,其他企业（含民营企业等）,科学研究和技术服务业,工程技术人员,北京市海淀区
91610131MA712WTY1J,安恒利(上海)音响设备有限公司西安分公司,其他企业（含民营企业等）,制造业,其他人员,陕西省西安市
91440300790475026R,深圳市赢合科技股份有限公司,其他企业（含民营企业等）,制造业,其他专业技术人员,广东省深圳市龙岗区
91610000100023824C,永安财产保险股份有限公司,国有企业,金融业,金融业务人员,陕西省西安市雁塔区
532800000000030,云南省烟草公司西双版纳烟草专卖局,国有企业,批发和零售业,工程技术人员,云南省西双版纳傣族自治州
MA6U8HFQ3,西安大数据资产经营有限责任公司,国有企业,信息传输、软件和信息技术服务业,其他专业技术人员,陕西省西安市雁塔区
91330201MA2AJN7L23,宁波奥拉半导体有限公司,外商投资企业,信息传输、软件和信息技术服务业,工程技术人员,浙江省慈溪市
91610135MA6W6R4U4E,西安卓臻人力资源有限公司,其他（含社会组织、国际组织等）,居民服务、修理和其他服务业,其他人员,陕西省西安市碑林区
91610000671530707A,中国建筑第八工程局有限公司西北分公司,国有企业,建筑业,工程技术人员,610113
91440101MA5CBL9D8J,立邦工程材料（广州）有限公司,其他企业（含民营企业等）,批发和零售业,其他人员,广东省广州市黄埔区
91321191MA1XHJXE81,北京学而思教育科技有限公司,其他企业（含民营企业等）,教育,其他人员,江苏省镇江市
320584400005957,吴江港华燃气有限公司,外商投资企业,电力、热力、燃气及水生产和供应业,工程技术人员,江苏省苏州市吴江区
91320500137690962B,中亿丰建设集团股份有限公司,其他企业（含民营企业等）,建筑业,其他人员,江苏省苏州市相城区
9114000075725562XX,泰康人寿保险有限责任公司山西分公司,外商投资企业,金融业,金融业务人员,山西省太原市小店区
915000009028593671,中国光大银行股份有限公司重庆分行,国有企业,金融业,金融业务人员,重庆市渝中区
91610131MA6W3ABX0E,西安晓课傲绩网络科技有限公司,其他企业（含民营企业等）,信息传输、软件和信息技术服务业,其他人员,陕西省西安市雁塔区
91611105051575824D,西安华润置地发展有限公司,国有企业,房地产业,其他人员,陕西省西安市未央区
91610000220581820C,开源证券股份有限公司,国有企业,金融业,金融业务人员,陕西省西安市雁塔区
916100007326844016,中国太平洋人寿保险股份有限公司陕西分公司,国有企业,金融业,金融业务人员,陕西省西安市新城区
9161000005044155X6,致同会计师事务所（特殊普通合伙）西安分所,其他（含社会组织、国际组织等）,租赁和商务服务业,其他人员,陕西省西安市雁塔区
526101003415549689,西安交通大学附属中学航天学校,中初教育单位,教育,其他人员,陕西省西安市雁塔区
91440300MA5FUY3L7C,深圳平安信息技术有限公司,其他企业（含民营企业等）,信息传输、软件和信息技术服务业,其他人员,广东省深圳市南山区
911101050896860603,北京华品博睿网络技术有限公司,其他企业（含民营企业等）,信息传输、软件和信息技术服务业,其他专业技术人员,北京市朝阳区
913101205887177227,中铁大桥局上海工程有限公司,国有企业,建筑业,其他专业技术人员,上海市奉贤区
91440300MA5FNLMTXX,深圳百步梯文化教育有限公司,其他企业（含民营企业等）,教育,教学人员,广东省深圳市南山区
91530402622792161W,云南省玉溪市汇龙电子科贸有限公司,其他（含社会组织、国际组织等）,批发和零售业,其他人员,云南省玉溪市
91440300326481596H,深圳前海帕拓逊网络技术有限公司,其他企业（含民营企业等）,批发和零售业,经济业务人员,广东省深圳市龙岗区
91420100177739097A,中建三局第二建设工程有限责任公司,国有企业,建筑业,其他人员,湖北省武汉市洪山区
91310000336424042A,上海中通吉网络技术有限公司,其他企业（含民营企业等）,交通运输、仓储和邮政业,其他专业技术人员,上海市青浦区
110105018680507,北京粉笔蓝天科技有限公司湖南分校,其他企业（含民营企业等）,科学研究和技术服务业,工程技术人员,北京市朝阳区
913208316816331871,江苏诺金自动化设备有限公司,其他企业（含民营企业等）,卫生和社会工作,其他专业技术人员,江苏省金湖县
91610000664148497A,中国人民人寿保险股份有限公司陕西省分公司,国有企业,金融业,金融业务人员,陕西省西安市市辖区
91440300192198188H,深业沙河（集团）有限公司,国有企业,房地产业,其他人员,广东省深圳市南山区
91310104069308249U,上海华益企业管理咨询有限公司,其他企业（含民营企业等）,信息传输、软件和信息技术服务业,金融业务人员,上海市浦东新区
91420103MA4KMPA20P,中移在线服务有限公司湖北分公司,国有企业,信息传输、软件和信息技术服务业,其他专业技术人员,湖北省武汉市江汉区
91610102MA6UQE8P04,陕西凌砚书院文化发展有限公司,其他企业（含民营企业等）,信息传输、软件和信息技术服务业,其他专业技术人员,陕西省西安市新城区
91610132073427283T,西安顺路物流有限公司,其他（含社会组织、国际组织等）,交通运输、仓储和邮政业,工程技术人员,陕西省西安市高陵区
915101005589764759,【富士康成都科技园】鸿富锦精密电子（成都）有限公司,外商投资企业,制造业,工程技术人员,四川省成都市郫都区
91450900619723149C,广西玉柴机器股份有限公司,外商投资企业,制造业,工程技术人员,450902
91610131719797161L,尧柏特种水泥集团有限公司,外商投资企业,制造业,工程技术人员,陕西省西安市长安区
91610131MA6UAJLPXJ,西安智盛锐芯半导体科技有限公司,其他企业（含民营企业等）,电力、热力、燃气及水生产和供应业,工程技术人员,610101
610131100120626,西安科曼电梯自动化有限公司,其他企业（含民营企业等）,批发和零售业,工程技术人员,陕西省西安市
9111010834431437XQ,用友能源科技有限公司,其他企业（含民营企业等）,信息传输、软件和信息技术服务业,其他专业技术人员,北京市西城区
52130427MJ0750775B,衡水第一中学邯郸分校,其他（含社会组织、国际组织等）,教育,教学人员,河北省磁县
924330827,中国农业银行股份有限公司甘肃省分行,国有企业,金融业,金融业务人员,甘肃省兰州市城关区
91610113MA6U7L7D1W,陕西终南禅韵文化发展有限公司,其他企业（含民营企业等）,文化、体育和娱乐业,其他人员,陕西省西安市雁塔区
9135020007937301XB,厦门美柚信息科技有限公司,其他企业（含民营企业等）,信息传输、软件和信息技术服务业,其他人员,福建省厦门市思明区
610140100026179,西安中豪信息技术有限公司,其他企业（含民营企业等）,科学研究和技术服务业,工程技术人员,陕西省西安市
11610831016093213N,子洲县教育和体育局,中初教育单位,教育,教学人员,陕西省子洲县
440300202786325,深圳乐动机器人有限公司,其他企业（含民营企业等）,科学研究和技术服务业,工程技术人员,广东省深圳市
440301117000241,东莞市城市屋超科技有限公司,其他企业（含民营企业等）,居民服务、修理和其他服务业,工程技术人员,广东省深圳市
91610132MA6U0BGL99,陕西比菲机电设备有限公司,其他企业（含民营企业等）,水利、环境和公共设施管理业,其他专业技术人员,陕西省西安市
91330108MA27WB8TXQ,杭州游卡网络技术有限公司,其他（含社会组织、国际组织等）,信息传输、软件和信息技术服务业,其他人员,浙江省杭州市拱墅区
91420000177560847E,中国核工业第二二建设有限公司,国有企业,建筑业,文学艺术工作人员,湖北省武汉市汉阳区
911100003355337572,中国邮政集团有限公司北京市分公司,国有企业,交通运输、仓储和邮政业,金融业务人员,北京市东城区
91130200700856213W,中国邮政集团公司唐山市分公司,国有企业,交通运输、仓储和邮政业,办事人员和有关人员,河北省唐山市路北区
91510107597259428Q,北京京东尚科信息技术有限公司成都分公司,外商投资企业,信息传输、软件和信息技术服务业,其他专业技术人员,四川省成都市市辖区
91440300729209239A,中铁隧道集团三处有限公司,国有企业,建筑业,工程技术人员,广东省深圳市南山区
91110228MA0083GHX8,北京美宸信息咨询有限公司,其他企业（含民营企业等）,信息传输、软件和信息技术服务业,工程技术人员,北京市海淀区
91610131MA6U8HFQ30,西安大数据资产经营有限责任公司,国有企业,信息传输、软件和信息技术服务业,其他专业技术人员,陕西省西安市雁塔区
91610131MA6UTTKXXQ,西安聚科创通环保科技有限公司,其他企业（含民营企业等）,电力、热力、燃气及水生产和供应业,工程技术人员,610101
91330110MA2AXAR335,浙江同花顺智富软件有限公司,其他企业（含民营企业等）,信息传输、软件和信息技术服务业,工程技术人员,浙江省杭州市余杭区
91371402MA3R3E2E9T,德州均樾教育管理咨询有限公司,其他企业（含民营企业等）,教育,教学人员,山东省德州市德城区
11440200006946083R,中共韶关市委组织部（韶关市公务员局）,机关,公共管理、社会保障和社会组织,其他人员,广东省韶关市市辖区
91110108MA01AKHM59,北京五八满鑫信息技术有限公司,其他企业（含民营企业等）,信息传输、软件和信息技术服务业,其他人员,北京市朝阳区
91110105666900216P,青岛德泰通咨询有限公司北京分公司,外商投资企业,信息传输、软件和信息技术服务业,经济业务人员,北京市朝阳区
91110108746736751Q,北京锐安科技有限公司,其他企业（含民营企业等）,信息传输、软件和信息技术服务业,工程技术人员,北京市海淀区
91110114MA01FDCX1R,中移动信息技术有限公司,国有企业,信息传输、软件和信息技术服务业,其他人员,北京市西城区
914201000777213088,武汉虹信技术服务有限责任公司,国有企业,信息传输、软件和信息技术服务业,工程技术人员,420115
91440300557165881T,深圳警翼智能科技股份有限公司,其他企业（含民营企业等）,制造业,其他专业技术人员,广东省深圳市南山区
1210000040784087XA,天津航天机电设备研究所,科研设计单位,科学研究和技术服务业,工程技术人员,天津市滨海新区
91610000698406466D,陕西泽宇建筑工程有限公司,其他企业（含民营企业等）,建筑业,其他人员,陕西省西安市碑林区
91441900590133320P,东莞市奥海科技股份有限公司,其他企业（含民营企业等）,制造业,工程技术人员,441900
91341881680848207B,安徽飞达电气科技有限公司,其他（含社会组织、国际组织等）,信息传输、软件和信息技术服务业,工程技术人员,
MA6U82H45,陕西优托物联科技有限公司,其他企业（含民营企业等）,信息传输、软件和信息技术服务业,科学研究人员,陕西省西安市雁塔区
1215000046002920XK,内蒙古大学,高等教育单位,教育,教学人员,内蒙古呼和浩特市市辖区
12130000401997972F,北华航天工业学院,高等教育单位,教育,教学人员,131001
91610133MA6UPCGX61,陕西梅清数码科技有限公司,外商投资企业,信息传输、软件和信息技术服务业,工程技术人员,陕西省西安市雁塔区
