SID,DWZZJGDM,satisfied
19111212850,91310115MA1H7RLE45,1
19111213011,91610131MA710YF09W,1
19111213012,91610131668683606U,1
19111213013,913700001630477270,1
19111213014,913100007878796873,1
19111213015,91310000MA1H3X5962,1
19111213016,11520100K363480478,1
19111213017,91440400MA541FF877,1
19111213018,911201163004788158,1
19111213019,91310000769410818Q,1
19111213020,91110108726340020Q,1
19071110088,12100000437096236G,1
19071110090,121000004352307294,1
19071110418,12140000407970439U,1
19071110551,121000004352307294,1
19071110554,12360000491012291R,1
19071212627,916101137299481970,1
19071212628,91610131668683606U,1
19071212629,91510000735866286J,1
19090300018,913700001630477270,1
19090300030,91110108763502324G,1
19091212730,526100004352060408,1
19111212851,91610131MAB0M25M4Q,1
19111212852,91370200727805440H,1
19111212853,91310115MA1K48262K,1
19111212854,91310118MA1JMHRUXW,1
19111212856,914401165856775774,1
19111212858,914403001922038216,1
19111212859,91510100698891211P,1
19111212860,91110302MA01FDF19L,1
19111213022,91150000710923934F,1
19111213023,91440300MA5GB0X51U,1
19111213024,91440400666520715X,1
19111213025,91310112324327149U,1
19111213026,91610131MA6UUJ2R4L,1
19111213027,91610113220601836L,1
19111213028,91310115MA1HB4UA8C,1
19111213029,91610131MAB0PA1QXU,1
19111213030,91610131668683606U,1
19071212630,91610102920607171E,1
19071212631,91610102920607171E,1
19071212632,9161013105711915XP,1
19071212633,911200007109339563,1
19071212634,91610000920520236P,1
19071212635,91610131668683606U,1
19071212637,916101006631640309,1
19071212638,9141000031741675X6,1
19071212639,91440300062743862P,1
19091212734,52610000435631020K,1
19091212736,126101003517365705,1
19091212737,91310110398643056J,1
19091212739,91610000735369001Y,1
19111212861,12100000450720814K,1
19111212863,913205947333386580,1
19111212865,91310115MA1K4DR9X1,1
19111212866,91310110351027504X,1
19111212867,913700001630477270,1
19111212868,911201163004788158,1
19111212871,91610131MA6UAN2057,1
19111212872,914403007741092105,1
19111213031,91610131MA710YF09W,1
19111213032,91310000MA1H3X5962,1
19111213033,914403001922038216,1
19111213034,913401007529653667,1
19111213035,91510100MA61X2477U,1
19111213036,91440300MA5GC7UKX0,1
19111213037,913100003326874787,1
19111213038,91610131668683606U,1
19111213039,91610131783581752R,1
19071212640,91610131MAB0M25M4Q,1
19071212641,911100008016572721,1
19071212642,91610131MAB0M25M4Q,1
19071212643,91440300192317458F,1
19071212644,1113040000040702XC,1
19071212645,91610111113123242G,1
19071212646,12411303MB0U88919H,1
19071212647,124128005843621193,1
19071212648,91420100565571820R,1
19071212649,91310000MA1FL0HA77,1
19091212744,11610112757843173E,1
19091212750,91110000100018208F,1
19091212751,91330100754408889H,1
19091212752,52610103668688626H,1
19091212754,5261000043523210XX,1
19091212755,914403006837811834,1
19111212873,91310110351027504X,1
19111212874,91610131MA6UAN2057,1
19111212875,914201007893316905,1
19111212877,913202110518277888,1
19111212879,91510100MA6B5PEP7W,1
19111212880,91610131MAB104T54X,1
19111212881,91610131797484611T,1
19111212882,91130101601702673P,1
19111213040,91320000593916443C,1
19111213041,91610131MAB0YX2M5K,1
19111213042,91110105MA01NNRQ0H,1
19111213043,91310115590406448D,1
19111213044,91340100092860293D,1
19111213045,12133100MB1D2513X9,1
19111213046,91610131MAB104T54X,1
19111213047,91330108MA2H3FC505,1
19111213048,91310115590406448D,1
19071212650,91610000745025878P,1
19071212651,91410000MA9FHC8E83,1
19071212652,12610100MB2A16750M,1
19071212653,913700007456765902,1
19071212654,9136040070552834XQ,1
19071212655,91120116749100249B,1
19071212656,91330000733796106P,1
19071212657,91610131668683606U,1
19071212658,12100000435204408K,1
19091212756,91440300715263680J,1
19091212760,9161000092052005XM,1
19091212761,91140100MA0H5KEX3M,1
19091212762,91330106673959654P,1
19091212763,121000004352307294,1
19091212767,52610103668688626H,1
19111212883,12100000400014049H,1
19111212884,91610131MAB104T54X,1
19111212885,91610131668683606U,1
19111212886,91110108797556902W,1
19111212887,91310000676257316N,1
19111212888,91310109585293872N,1
19111212889,91610131MA6UAN2057,1
19111212891,91330100060994115M,1
19111212892,12100000426090234N,1
19111213049,91310118685459112N,1
19111213050,914403003196534414,1
19111213052,91310112324327149U,1
19111213053,911101088011636781,1
19111213055,91310112MA1GD3FX86,1
19111213056,91110000781701976T,1
19111213057,91310112324327149U,1
19111213058,91610131MA6TYGPX20,1
19071212660,913700007456765902,1
19071212661,91370200863583782F,1
19071212662,91410000706676846C,1
19071212664,91330000720082446H,1
19071212665,91610000052117366D,1
19071212666,12520200429320277M,1
19071212667,916101316838525277,1
19071212668,91510700567610512Q,1
19091222746,91500106MA60EFT69P,1
19111110092,91610000435230446C,1
19111110093,91610113722860408J,1
19111110094,121000004352307294,1
19111110095,12100000H0420141X7,1
19111110096,91530000763852404W,1
19111110098,121000004352307294,1
19111110099,121000004352307294,1
19111110101,91320583552457543X,1
19111212893,913101156745626329,1
19111212894,91610131668683606U,1
19111212895,916101316838525277,1
19111212897,12100000H0420141X7,1
19111212898,91610131668683606U,1
19111212899,91330108MA2H3FC505,1
19111212901,91310110351027504X,1
19111212902,12100000H0420141X7,1
19111213059,91610131MA6TYGPX20,1
19111213060,911201163004579939,1
19111213062,914403003196534414,1
19111213066,91610103MAB0Q7A44D,1
19111213067,91320214MA219AXJ34,1
19111213068,913100003326874787,1
19111213069,91510100MA69GGWG10,1
19071212669,91100000100017045K,1
19071212670,12410700417085759H,1
19071212671,12610900MB2928873K,1
19071212672,52610100791686060D,1
19071212673,911401006781866709,1
19071212674,91610131668683606U,1
19071212675,91610000920520236P,1
19071212676,91610131668683606U,1
19071212677,914403001922038216,1
19071212678,916101316838525277,1
19111110104,121000004352307294,1
19111110105,91310104MA1FRBC9X3,1
19111110106,12100000450720814K,1
19111110107,121000004352307294,1
19111110108,12100000H0420141X7,1
19111110109,91610131797484611T,1
19111110110,91110000101125734D,1
19111110111,12100000H0420141X7,1
19111110112,12100000425013667B,1
19111110113,121000004352307294,1
19111212903,91610100333679074A,1
19111212904,12100000H0420141X7,1
19111212905,91610131MA6UAN2057,1
19111212906,91310115MA1H9T4F0M,1
19111212907,91610131MA710YF09W,1
19111212908,91310115MA1K42DU2C,1
19111212909,12100000426090234N,1
19111212911,91610103MAB0Q7A44D,1
19111212912,913100003326874787,1
19111213070,91510100MA69GGWG10,1
19111213071,91610131MA710YF09W,1
19111213072,914301007853917172,1
19111213074,914201007893316905,1
19111213075,12100000426090234N,1
19111213076,91310000631137409B,1
19111213078,12100000401706565J,1
19111213079,91440300754288784A,1
19071212679,12330400MB1A177005,1
19071212681,916101316838525277,1
19071212682,91410100170033534A,1
19071212683,91610131MAB0QCY75T,1
19071212684,1261010055699707X3,1
19071212685,11610104013398249E,1
19071212686,52610103668688626H,1
19071212687,12610116MB2A14229R,1
19071212688,91140000728183970G,1
19111110114,12420000MB1J555023,1
19111110115,91440300697136927G,1
19111110116,121000004352307294,1
19111110117,91610113722860408J,1
19111110118,916101316838525277,1
19111110122,121000004352307294,1
19111110124,12100000425013667B,1
19111212913,91610131MAB0J7UB0U,1
19111212914,91310118MA1JMHRUXW,1
19111212916,91310115MA1K48J1XW,1
19111212917,91310118MA1JMHRUXW,1
19111212918,913101155903917920,1
19111212919,914401165856775774,1
19111212920,91610131MA6TYGPX20,1
19111212921,913700001630477270,1
19111212922,91320508MA21AH926F,1
19111213080,91610131668683606U,1
19111213081,911201163004788158,1
19111213082,914403001922038216,1
19111213083,12330000MB1478604D,1
19111213084,91510100698891211P,1
19111213085,914403001922038216,1
19111213086,91610131MA6TYGPX20,1
19111213087,91310115MA1H7Q4W05,1
19111213088,91610131668683606U,1
19071212690,91610000671504701D,1
19071212691,911100007177459822,1
19071212692,913700001630477270,1
19071212693,12100000436976231J,1
19071212694,91110114339725350Q,1
19071212695,91100000100017045K,1
19071212696,911100007177459822,1
19071212697,52610103668688626H,1
19071212698,12330400MB1A177005,1
19111110199,91610113722860408J,1
19111110429,12100000400008626D,1
19111212923,915101000669735857,1
19111212924,913100007878796873,1
19111212925,914403007152844811,1
19111212926,91610131MA6WDT5B9N,1
19111212927,91500000MA606N1P4L,1
19111212928,911201163004788158,1
19111212930,91310115MA1K42DU2C,1
19111212931,91310115MA1K48J1XW,1
19111212932,91310000MA1H3X5962,1
19111213089,91610131MA6TY2849H,1
19111213090,916101316838525277,1
19111213091,91610131MA6UUJ2R4L,1
19111213092,91310000769410818Q,1
19111213093,9131000069876516XE,1
19111213094,91610131MA6UAN2057,1
19111213095,91310115MA1HB4UA8C,1
19111213096,91440400666520715X,1
19111213097,91440300754288784A,1
19071212699,12411300419045005D,1
19071212700,91100000100017045K,1
19071212701,911200007109339563,1
19071212702,91410100MA9L9LFX4U,1
19071212703,91440300192317458F,1
19071212704,914403001922038216,1
19071212705,91371300267113952D,1
19071212707,91610000052117366D,1
19071212708,121000004352307294,1
19071212709,91610000671504701D,1
19111110668,121000004352307294,1
19111212771,121000004352304974,1
19111212772,91610131668683606U,1
19111212773,121000004662926828,1
19111212774,12100000H0420141X7,1
19111212776,91610131MAB104T54X,1
19111212777,91610131MAB0YX2M5K,1
19111212778,91110108797556902W,1
19111212933,91310115590406448D,1
19111212934,91610131MA6TYGPX20,1
19111212935,91440300754288784A,1
19111212936,913700001630477270,1
19111212937,91320505MA22N79N2K,1
19111212938,91330000253933976Q,1
19111212939,91610131668683606U,1
19111212940,911201163004788158,1
19111212941,91610131668683606U,1
19111213098,91610131MAB0PA1QXU,1
19111213099,91310118MA1JMHRUXW,1
19111213100,91610131797484611T,1
19111213101,91530000719407688T,1
19111213102,914201007893316905,1
19111213103,91610131668683606U,1
19111213104,9144030074123041XA,1
19111213105,91610131MAB0PA1QXU,1
19111213106,91610131668683606U,1
19071212710,916101316838525277,1
19079100009,91330109MA2J0915XY,1
19080100001,91440113618720042J,1
19080100004,91440101618445482W,1
19111212779,91610131668683606U,1
19111212780,91320508MA21AH926F,1
19111212782,911201163004788158,1
19111212783,91610131MAB0YX2M5K,1
19111212784,91610131783581752R,1
19111212785,91440300MA5DR2H76C,1
19111212786,91310112324327149U,1
19111212787,91310115MA1K48J1XW,1
19111212788,913100007945462662,1
19111212942,91610131668683606U,1
19111212943,91310000MA1H3X5962,1
19111212944,911201163004788158,1
19111212945,91610131MA6X0PBW8F,1
19111212946,91610131668683606U,1
19111212947,91310000703099764Y,1
19111212948,91310000703099764Y,1
19111212949,91610131668683606U,1
19111212950,91610131MAB0M25M4Q,1
19111213107,91610131MAB0YX2M5K,1
19111213108,91610131783581752R,1
19111213109,91320505MA22N79N2K,1
19111213110,91310000676257316N,1
19111213111,91610131MAB0PA1QXU,1
19111213112,91610131MAB0PA1QXU,1
19111213113,91610131MA6UUJ2R4L,1
19111213115,91330000733796106P,1
19111213116,91110000781701976T,1
19080200004,91310105090037252C,1
19111212789,91610131MA6UAN2057,1
19111212790,913100007878796873,1
19111212791,91610131668683606U,1
19111212792,913101155903917920,1
19111212793,91610131MA6UAN2057,1
19111212794,91610131MA6UAN2057,1
19111212796,91610131668683606U,1
19111212797,9131000069876516XE,1
19111212951,91610131797484611T,1
19111212952,91320000593916443C,1
19111212953,91610131668683606U,1
19111212954,911201163004788158,1
19111212955,91320594MA27BQUU4L,1
19111212956,91610131MA6X58DT70,1
19111212958,91610131MA6UAN2057,1
19111212960,91610131668683606U,1
19111213117,915101000669735857,1
19111213118,91310112324327149U,1
19111213119,914403007741092105,1
19111213120,91610131MAB104T54X,1
19111213121,121000004662926828,1
19111213122,91310118MA1JMHRUXW,1
19111213123,91610131MA6UUJ2R4L,1
19111213124,913700001630477270,1
19111213126,91320211089303955M,1
19080200013,92130701MAC5PQFB63,1
19080300004,52440300586745746H,1
19111212798,91310000MA1H3X5962,1
19111212799,91310115MA1K48262K,1
19111212800,913401007529653667,1
19111212803,911201163004788158,1
19111212804,91310000MA1H3X5962,1
19111212805,91310114MA1GXPJW43,1
19111212806,91510100MA6B5PEP7W,1
19111212807,91310104087950577X,1
19111212808,91610131783581752R,1
19111212961,91510100698891211P,1
19111212962,91310112324327149U,1
19111212963,911100007334588792,1
19111212965,91310118MA1JMHRUXW,1
19111212966,12100000H0420141X7,1
19111212967,91310115MA1K4DR9X1,1
19111212968,91310115764717458E,1
19111212969,91610131MAB0YX2M5K,1
19111212970,91440101MA9W0EQ14G,1
19111213127,91330100320508065U,1
19111213128,91610131668683606U,1
19111213129,91110108773369432Y,1
19111213130,911100007334588792,1
19111213131,91610131668683606U,1
19111213132,91340111MA2R95NL69,1
19111213133,91610131MA712GFQ3D,1
19111213134,913100007878796873,1
19111213135,911101080804655794,1
19080300020,913703007618736234,1
19081212716,12320408MB1792273T,1
19081212717,91110000681200816F,1
19111212809,913700001630477270,1
19111212811,913100007878796873,1
19111212812,91310115MA1K48262K,1
19111212815,91320594673014968T,1
19111212816,914403003196534414,1
19111212817,91610131668683606U,1
19111212818,91310115MA1K4DR9X1,1
19111212819,913700001630477270,1
19111212820,91310115MA1K4E154E,1
19111212821,12100000401706565J,1
19111212971,91610131MA6UAN2057,1
19111212972,916101316838525277,1
19111212973,12100000H0420141X7,1
19111212974,91310115341975375J,1
19111212976,91610131668683606U,1
19111212977,12100000401706565J,1
19111212978,913202110518277888,1
19111212980,91320594MA27BQUU4L,1
19111213136,91510100MA6B5PEP7W,1
19111213138,913100007878796873,1
19111213139,91310115MA1K4DR9X1,1
19111213140,9144030073882572XH,1
19111213141,911201163004788158,1
19111213142,12100000H0420141X7,1
19111213143,91110105351646081K,1
19111213144,91610131MA6UUJ2R4L,1
19081212721,91330400344123194Y,1
19081212726,121000004558608245,1
19081212727,526100006715062640,1
19081212728,12610000435201290Q,1
19090100001,12100000000014701Y,1
19090100002,91110000101174712L,1
19111212822,91310115MA1K4E154E,1
19111212823,911100001000054748,1
19111212824,91310115703490552J,1
19111212825,91330100320508065U,1
19111212826,91610131797484611T,1
19111212827,12100000426090234N,1
19111212828,915101007622864123,1
19111212829,91610131668683606U,1
19111212830,91610131MA6UUJ2R4L,1
19111212981,913205947333386580,1
19111212982,12100000H0420141X7,1
19111212983,91610131MA6UAN2057,1
19111212984,91610131MA6TYGPX20,1
19111212985,91610131MA6X58DT70,1
19111212986,91610131668683606U,1
19111212987,91330100673960735E,1
19111212988,91610131MA6UAN2057,1
19111212989,915101000669735857,1
19111212990,91440300349814795A,1
19111213146,91610131MAB0PA1QXU,1
19111213147,91610131783581752R,1
19111213148,91330000253933976Q,1
19111213149,91110108797556902W,1
19111213150,91440300MA5GM0270Y,1
19111213151,91110105MA01NNRQ0H,1
19111213152,91310115MA1HB15K2G,1
19111213154,12100000401706565J,1
19111213155,91110108767533267F,1
19090100009,91410100MA9KJWRH32,1
19090100018,91440800727060629M,1
19090100026,526101137428136170,1
19090100028,52610100435204870F,1
19090100030,91440300697109523U,1
19111212831,913401007529653667,1
19111212832,913400006709283261,1
19111212833,91440300754288784A,1
19111212834,91110108679604408D,1
19111212835,9132010068670030XU,1
19111212836,91610131668683606U,1
19111212837,913101155903917920,1
19111212838,91320000593916443C,1
19111212840,911201163004788158,1
19111212991,91430100MA4R46HT28,1
19111212992,91610131MA6X52FA8J,1
19111212994,91610131MA6UAN2057,1
19111212995,91310000MA1H38T58K,1
19111212996,91510100MA6B5PEP7W,1
19111212998,91610131MA6TYGPX20,1
19111212999,91310115MA1K48J1XW,1
19111213000,914403007152844811,1
19111213001,91610131668683606U,1
20009101583,91320214739444443B,1
20009101600,91610131MAB0G01438,1
20009100200,9161000078365435XM,1
20009100205,91610113MA6TXXFT73,1
20009100208,91610300220533749U,1
20009100211,91210212118612029E,1
20009100641,91110302801786752A,1
20009100649,91350900MA8U5WNY8T,1
20009101135,91330100577337302L,1
20009101137,91340100680822891E,1
20009100219,9132010073885239XA,1
20009100229,91210200242360674N,1
20009100243,91610133MA712R2B8K,1
20009100676,91440300662687585F,1
20009100680,91610113MA6UPR2N69,1
20009100681,91610132MA6U621506,1
20009101161,91340100694110182B,1
20009100247,914403001922038216,1
20009100252,91440101749934315Y,1
20009100254,9164110079993118X5,1
20009100258,91310000703099764Y,1
20009100268,91610400221727553L,1
20009100272,91110108700207379J,1
20009100712,914307250663596499,1
20009100723,91610131MAC3R9UX4D,1
20009100726,911101085996755568,1
20009101191,91440300MA5HD4UH32,1
19200300075,91110105679648435P,1
20009100277,911101057002209016,1
20009100744,914403001922038216,1
20009100749,91330000788831167A,1
20009100752,9151000066028378XC,1
20009101220,91120116MA82ADQ92T,1
20009101223,9144060070779772XN,1
19200300102,91440300192317458F,1
20009100761,913205946739170837,1
20009100771,91510100MA63DRH2X4,1
20009101247,911100001011016602,1
20009101255,9151000066028378XC,1
20009101262,91110108101102428B,1
20009101265,91610000667952640E,1
19200300131,916100002205251405,1
19200300150,11420800011236035T,1
19200300152,914403001922038216,1
20009100347,91440300MA5DMEYY03,1
20009100348,91440400192548256N,1
20009100360,91330301757092939D,1
20009100807,91310105MA1FWHXH29,1
20009100809,91310000703099764Y,1
20009100819,91310000703099764Y,1
20009101292,913200007888658698,1
20009101294,914205001791227953,1
19200300161,91310000764286520D,1
20009100369,915101006675566488,1
20009100843,91610131MA7CQELM42,1
20009101329,91440300674822959G,1
20009100404,91450000708731386G,1
20009100411,91610131578430381Q,1
20009100415,914500006697423211,1
20009100855,91320594MA1TDKXU6C,1
20009101335,913502001550106684,1
20009100447,91610131MA6X5J8G9P,1
20009100448,9161000078365435XM,1
20009100889,91110302MA01BWGJ2K,1
20009100903,91120116767613953K,1
20009100909,91610113MA6TXXFT73,1
20009101373,914413006175844135,1
20009101379,91610000220522900Q,1
20009101386,914413007583329069,1
20009100471,91370602MA3CMYU66J,1
20009100484,91370602MA3CMYU66J,1
20009100486,91440300192317458F,1
20009100911,915300007604174827,1
20009100927,91340000762794062H,1
20009100930,9144030071526726XG,1
20009100932,91310000703099764Y,1
20009100933,91610000667952640E,1
20009101393,915101007622864123,1
20009101408,91440300192317458F,1
20009100007,91610133MA712R2B8K,1
20009100009,91440300674822959G,1
20009100010,91320115MA2753FP2X,1
20009100026,91440300674822959G,1
20009100028,91120116MA82ADQ92T,1
20009100493,91510100MA63DRH2X4,1
20009100964,91610113MA6UPR2N69,1
20009101427,91440300715297653W,1
20009100038,91130000104320789X,1
20009100046,913700001659364136,1
20009100061,91320115724588823N,1
20009100522,91340104MA2UQNNQ1X,1
20009100526,91610000570662911T,1
20009100532,91441300791200462B,1
20009100549,91440300MA5HD4UH32,1
20009100981,91510100MA63DRH2X4,1
20009100985,91370300613290477B,1
20009100988,91610131MAB10B7Y02,1
20009100067,915201147143777667,1
20009100068,9151000066028378XC,1
20009100073,91210212118612029E,1
20009100077,913204002508371538,1
20009100084,91310000703099764Y,1
20009100095,91320214739444443B,1
20009100550,91440300674822959G,1
20009100569,91610103MA6UPC178W,1
20009100575,91370213MABLL5PQ6H,1
20009101007,9132010073885239XA,1
20009101018,91110302801786752A,1
20009101487,914401016876620691,1
20009100114,91440300674822959G,1
20009100584,91320594MA1TDKXU6C,1
20009100587,91610102561486362E,1
20009100609,91510122MA6BQQ1D3J,1
20009101517,91310115729446808Y,1
20009101523,91130101556058312B,1
20009101530,914403000692588358,1
20009100128,91320192797102273P,1
20009100626,91140100110100862R,1
20009101086,91220201124479121N,1
20009101549,91610104MA713ETG0G,1
20009101557,912102006611372907,1
20009100160,91370600746560186C,1
20009100170,9153252257185531XQ,1
20009100174,91530100MA6L583D1L,1
20009100183,914401015679351651,1
19171223859,91330108682946791K,1
19171223873,91330000733796106P,1
19172110640,12100000MB2000725A,1
19200300051,9131000010000595XD,1
19200300063,913502006120035286,1
19159100029,91440300680376756U,1
19171213759,91110108562144110X,1
19171213760,91610131668683606U,1
19171213761,91100000100003962T,1
19171213763,91610131MA6UXR3WXW,1
19171213764,91610131MAB0WP982R,1
19171213765,91110117MA017C682B,1
19171213766,91610131MAB0M25M4Q,1
19171213767,91110108558521630L,1
19180100011,91340203MA8PD0JG7Y,1
19180100015,11654301458398460M,1
19180100016,11654301458398460M,1
19180100024,91440300782792953J,1
19180100027,91110000700049024C,1
19180100031,91450000708731386G,1
19180100036,91110105802039679G,1
19151213562,12100000450751063N,1
19151213563,9144030071526726XG,1
19151213564,91440300MA5EWHWQ6J,1
19151213565,91330000788831167A,1
19151213566,914403005615217119,1
19151213567,91610131668683606U,1
19151213568,91610131668683606U,1
19151213569,916101316838525277,1
19151213570,9144030071526726XG,1
19160100005,916101035922480092,1
19171213769,91110105351646081K,1
19171213770,12100000717809966X,1
19171213771,91330110MA2J19YB4H,1
19171213772,913301080845641797,1
19171213773,91110105351646081K,1
19171213774,91610131668683606U,1
19171213775,91610131668683606U,1
19171213776,91610131668683606U,1
19171213778,91100000100003962T,1
19180100043,9111000071092729XP,1
19180100052,914403001922038216,1
19180100054,914403006729726462,1
19180100064,915300007604174827,1
19151213571,124403005521093031,1
19151213572,9144030071526726XG,1
19151213573,91110108717743469K,1
19151213575,1233020073424600XB,1
19151213576,91110000781703453H,1
19151213577,91440300MA5EJ8GR74,1
19151213578,915100009018181846,1
19151213579,91610131668683606U,1
19151213580,911100007177459822,1
19160100015,913702004280000795,1
19160100017,911302307808371268,1
19160100021,91340000719975888H,1
19160100025,91320200134756196A,1
19171213780,91330108MA27XNADXX,1
19171213781,91110108MA01E3926N,1
19171213782,91330106673959654P,1
19171213786,91610102920607171E,1
19171213787,91610000920520236P,1
19171213788,12100000450720814K,1
19171213789,91350000158142711F,1
19171213790,91330000733796106P,1
19180100073,91450000708731386G,1
19180100077,91210100604608172K,1
19180100087,91610102920607171E,1
19180100095,914403001922038216,1
19151213582,91320000704041011J,1
19151213583,913301007682254698,1
19151213584,913301007682254698,1
19151213585,91330100563015652A,1
19151213586,91110105351646081K,1
19151213587,9144030071526726XG,1
19151213588,91440300MA5EWHWQ6J,1
19151213589,91330106673959654P,1
19160200015,91350200705487306K,1
19160200023,91330206724060412X,1
19160200024,91610113MA6X52F14T,1
19171213791,91110302MA01BWGJ2K,1
19171213792,913301007682254698,1
19171213795,911101085844819439,1
19171213796,911101085603520398,1
19171213797,91110108558521630L,1
19171213798,91110108717743469K,1
19171213799,91610131668683606U,1
19171213800,911101085844819439,1
19180100105,916100002205251405,1
19180100115,91420102MA4KLC8M0A,1
19180100121,91440300192317458F,1
19151213590,91330000343973322D,1
19151213591,91330000733796106P,1
19151213592,91110102078531178H,1
19151213593,121000004000144283,1
19151213594,91210231MA0Y1N7U6R,1
19151213595,91110107599635562F,1
19151213596,91610000920520236P,1
19151213597,91610131668683606U,1
19151213598,91110108MA01XB4H2B,1
19171213801,91440300MA5EJ8GR74,1
19171213802,91330108676770486E,1
19171213803,91330108MA28URGU2K,1
19171213804,916101310515730361,1
19171213805,914403007954257495,1
19171213806,91610131668683606U,1
19171213807,913100007659516415,1
19171213808,91110108558521630L,1
19171213809,91610131668683606U,1
19180100143,914200006154014090,1
19180100145,121000004558608245,1
19180100152,12100000MB2001277G,1
19151213599,121000004260909201,1
19151213600,9144030071526726XG,1
19151213601,91331000747042540H,1
19151213602,121000004000144283,1
19151213603,91610131668683606U,1
19151213604,91610131668683606U,1
19151213605,12100000717803265P,1
19151213606,91610131668683606U,1
19151213607,12100000498672233W,1
19160200070,91210212118612029E,1
19160200072,91653201MA7762QXXU,1
19161213705,52610000748610845J,1
19161213706,52610000748610845J,1
19161213707,12610000737981966E,1
19161213708,12610000435630183M,1
19161213709,12610000435630183M,1
19161213710,11610103726290182G,1
19161213711,12610000435630183M,1
19171213810,916100009205248781,1
19171213813,916101310515730361,1
19171213814,91610131MAB0YX2M5K,1
19171213816,91610000920520236P,1
19171213817,91330000733796106P,1
19171213818,91110105351646081K,1
19171213819,914403001922038216,1
19171213820,91610131668683606U,1
19171213821,91610131668683606U,1
19180200007,91610132MACAH9FR1E,1
19180200027,9143020044517525X1,1
19180200032,91340104MA2UQNNQ1X,1
19151213609,91110108MA01F2L25J,1
19151213610,91330108MA2CFM8R5X,1
19151213611,91110108717743469K,1
19151213612,91110108717743469K,1
19151213615,916101316838525277,1
19151213616,91610131MAB0M25M4Q,1
19151213617,91320100MA1MX58Y1Q,1
19161213712,52610103668688626H,1
19161213713,526100007869985297,1
19161213714,12610116MB2A14210W,1
19161213716,12610000435204555T,1
19161213718,91610131MA6TYGGD1L,1
19161213719,526100006715062640,1
19161213721,913301006798984263,1
19161213722,12510000450719063G,1
19171213822,121000004662926828,1
19171213824,91610131668683606U,1
19171213825,91110108717743469K,1
19171213826,91610131MAB0M25M4Q,1
19171213827,91220101571145270J,1
19171213828,91330200711192037M,1
19171213829,91610131668683606U,1
19171213830,91330108676770486E,1
19171213832,91310000777147837F,1
19171213833,914403007109307208,1
19180200038,91610113MA713HYR07,1
19180200049,913700001630477270,1
19180200052,91310113MA1GLK4T5K,1
19180200055,11542334MB0T82612C,1
19151213618,91440300726171773F,1
19151213619,91610131668683606U,1
19151213620,916101132206335558,1
19151213621,91110108MA01F2L25J,1
19151213622,91110108MA01XB4H2B,1
19151213623,116400000100656172,1
19151213624,91610131668683606U,1
19151213629,91110108722617758N,1
19161213723,916100002942099172,1
19161213724,12622800439051744W,1
19161213726,12610000437096930B,1
19161213729,52640000MJX166157H,1
19161213731,1211022979164029X4,1
19171213834,91330106673959654P,1
19171213835,121000004260909201,1
19171213837,913700001630477270,1
19171213838,9144030071526726XG,1
19171213839,91110108717743469K,1
19171213840,91610131668683606U,1
19171213841,91330000733796106P,1
19171213842,12100000425160018T,1
19171213843,91440300710922202N,1
19180300018,91440300192317458F,1
19180300021,911311026799067134,1
19151213631,91330108MA28URGU2K,1
19151213632,9111010880200170X7,1
19151213633,91610131668683606U,1
19151213635,91510000X21601577W,1
19151213636,91370000679212826C,1
19151213638,91110108562144110X,1
19151213639,911100007177459822,1
19151213640,916101316838525277,1
19151213641,91610000730392704M,1
19169100010,91330681MA2D6DAD01,1
19170100007,12100000451209890A,1
19170100019,91320111MA1X741D0D,1
19171213844,91611105MA6TWLTU6G,1
19171213845,91610131MAB0M25M4Q,1
19171213846,91330110MA2CF6TP9X,1
19171213847,9161013105711915XP,1
19171213848,91610131MAB0M25M4Q,1
19171213849,9111000071093465XC,1
19171213851,9144030071526726XG,1
19171213852,91610131MAB0YX2M5K,1
19171213853,91610000920523699K,1
19180300060,91610000762581745M,1
19151213642,9144030071526726XG,1
19151213643,91610131668683606U,1
19151213644,914403001922038216,1
19151213645,916101316838525277,1
19151213646,91110108717743469K,1
19151213647,91610131668683606U,1
19151213648,91610131668683606U,1
19151213649,91510122332070267C,1
19151213651,911101083978285266,1
19170100024,91440300359436433J,1
19170100027,91110105679648435P,1
19170100043,91610131351705328N,1
19171213855,91440300MA5G49LC9K,1
19171213856,12622900439160756C,1
19171213860,91610131668683606U,1
19171213861,91610131MAB0YX2M5K,1
19171213862,91610131MAB0M25M4Q,1
19171213863,911100007187892239,1
19171213864,91320100716207592F,1
19171213866,91110108717743469K,1
19200100012,91330100754408889H,1
19200100016,913307006651972907,1
19151213652,91610131MAB0M25M4Q,1
19151213654,911100007177459822,1
19151213655,913702113341333641,1
19151213656,91610131668683606U,1
19151213657,91610131668683606U,1
19151213658,12100000133614110E,1
19151213659,91610000730392704M,1
19151213661,91310000MA1FRBBH9Q,1
19151213662,91610131668683606U,1
19151213663,916101316838525277,1
19170100066,913418811534429185,1
19170100068,91110105679648435P,1
19171213867,12100000401749530L,1
19171213868,91610113220601836L,1
19171213869,91110105351646081K,1
19171213870,91110108562144110X,1
19171213871,91330000733796106P,1
19171213872,91610131578430381Q,1
19171213874,91610131668683606U,1
19171213875,91611104MA71783187,1
19171213876,12100000401749530L,1
19171213877,91610131668683606U,1
19200100028,91310109585293872N,1
19200100031,913607001602371970,1
19200100041,91320623749433609X,1
19200100046,914403001922038216,1
19151213664,12100000401749530L,1
